IM2COL, 2, TOTAL, 2.84877, 2.55981, 2.07603, 2.50525, 1.77027
IM2COL, 2, CONV, 0.209408, 0.457408, 0.191232, 0.339584, 0.251712
IM2COL, 2, OVERHEAD, 0.01, 0.01, 0.01, 0.01, 0.01
IM2COL, 4, TOTAL, 4.3759, 4.42669, 2.76026, 3.70458, 2.88394
IM2COL, 4, CONV, 0.397216, 0.911072, 0.371264, 0.670464, 0.470048
IM2COL, 4, OVERHEAD, 0.01, 0.01, 0.01, 0.01, 0.01
IM2COL, 8, TOTAL, 7.46291, 7.11942, 3.9832, 5.37658, 4.05379
IM2COL, 8, CONV, 0.776544, 1.81014, 0.728992, 1.32435, 0.922464
IM2COL, 8, OVERHEAD, 0.01, 0.01, 0.01, 0.01, 0.01
FFT, 1, TOTAL, 243.305, 32.4785, 58.993, 99.8761, 94.6446
FFT, 1, CONV, 224.62, 10.4767, 27.5928, 39.321, 31.5205
FFT, 1, OVERHEAD, 2.83968, 3.09104, 3.59309, 4.70301, 3.50218
FFT, 2, TOTAL, 36.5148, 48.156, 108.041, 170.73, 139.241
FFT, 2, CONV, 9.52998, 10.6145, 57.6586, 78.3293, 56.5582
FFT, 2, OVERHEAD, 3.1817, 3.37987, 3.81309, 5.02038, 3.51187
FFT, 4, TOTAL, 59.078, 83.5561, 219.354, 286.625, 231.449
FFT, 4, CONV, 16.0855, 19.7011, 117.835, 153.321, 111.692
FFT, 4, OVERHEAD, 3.89507, 3.94317, 4.3552, 5.41715, 4.06493
FFT, 8, TOTAL, 109.783, 152.971, 407.835, 550.308, 402.082
FFT, 8, CONV, 28.7181, 37.2786, 238.376, 309.022, 223.649
FFT, 8, OVERHEAD, 5.29399, 5.14211, 5.38608, 6.54976, 4.64989
FFT, 1, TOTAL, 25.006, 32.1651, 61.7424, 106.934, 92.0521
FFT, 1, CONV, 6.35312, 6.44515, 27.3392, 39.2873, 28.6794
FFT, 1, OVERHEAD, 2.74269, 3.05139, 3.61075, 4.5601, 3.51757
FFT, 2, TOTAL, 37.9811, 48.5655, 111.134, 159.139, 131.716
FFT, 2, CONV, 9.5575, 10.7206, 57.5552, 79.4368, 55.8556
FFT, 2, OVERHEAD, 3.1576, 3.36106, 3.84467, 4.96819, 3.41715
FFT, 4, TOTAL, 58.8228, 84.1301, 210.775, 311.403, 225.015
FFT, 4, CONV, 15.9342, 19.0812, 117.791, 156.046, 111.75
FFT, 4, OVERHEAD, 3.88365, 3.93811, 4.34291, 5.5697, 4.00237
FFT, 8, TOTAL, 104.021, 152.44, 408.236, 551.344, 401.676
FFT, 8, CONV, 29.0831, 37.2823, 238.727, 310.225, 223.737
FFT, 8, OVERHEAD, 5.36771, 5.13568, 5.41411, 6.73049, 4.61405
FFT, 1, TOTAL, 24.8534, 31.784, 58.7157, 101.024, 94.5863
FFT, 1, CONV, 6.35309, 6.35766, 27.4906, 39.3415, 31.5536
FFT, 1, OVERHEAD, 2.79261, 3.04106, 3.56032, 4.73219, 3.29411
